Pit,Collector number,Species,Sex,Age,Total length (mm),Tail (mm),Hind foot (mm),Ear (mm),Weight (g),Embryos,Testis weight (mg),SV weight (mg),Fight Wounds,Notes,Person taking Measurements,
,MWN 3397,,,,,,,,,,,,,,,
,MWN 3398,,,,,,,,,,,,,,,
,MWN 3399,,,,,,,,,,,,,,,
,MWN 3400,,,,,,,,,,,,,,,
,MWN 3401,,,,,,,,,,,,,,,
,MWN 3402,,,,,,,,,,,,,,,
,MWN 3403,,,,,,,,,,,,,,,
,MWN 3404,,,,,,,,,,,,,,,
,MWN 3405,,,,,,,,,,,,,,,
,MWN 3406,,,,,,,,,,,,,,,
,MWN 3407,,,,,,,,,,,,,,,
,MWN 3408,,,,,,,,,,,,,,,
,MWN 3409,,,,,,,,,,,,,,,
,MWN 3410,,,,,,,,,,,,,,,
,MWN 3411,,,,,,,,,,,,,,,
,MWN 3412,,,,,,,,,,,,,,,
,MWN 3413,,,,,,,,,,,,,,,
,MWN 3414,,,,,,,,,,,,,,,
,MWN 3415,,,,,,,,,,,,,,,
,MWN 3416,,,,,,,,,,,,,,,
,MWN 3417,,,,,,,,,,,,,,,
,MWN 3418,,,,,,,,,,,,,,,
,MWN 3419,,,,,,,,,,,,,,,
,MWN 3420,,,,,,,,,,,,,,,
,MWN 3421,,,,,,,,,,,,,,,
,MWN 3422,,,,,,,,,,,,,,,
,MWN 3423,,,,,,,,,,,,,,,
,MWN 3424,,,,,,,,,,,,,,,
,MWN 3425,,,,,,,,,,,,,,,
,MWN 3426,,,,,,,,,,,,,,,
,MWN 3427,,,,,,,,,,,,,,,
,MWN 3428,,,,,,,,,,,,,,,
,MWN 3429,,,,,,,,,,,,,,,
,MWN 3430,,,,,,,,,,,,,,,
,MWN 3431,,,,,,,,,,,,,,,
,MWN 3432,,,,,,,,,,,,,,,
,MWN 3433,,,,,,,,,,,,,,,
,MWN 3434,,,,,,,,,,,,,,,
,MWN 3435,,,,,,,,,,,,,,,
,MWN 3436,,,,,,,,,,,,,,,
,MWN 3437,,,,,,,,,,,,,,,
,MWN 3438,,,,,,,,,,,,,,,
,MWN 3439,,,,,,,,,,,,,,,
,MWN 3440,,,,,,,,,,,,,,,
,MWN 3441,,,,,,,,,,,,,,,
,MWN 3442,,,,,,,,,,,,,,,
,MWN 3443,,,,,,,,,,,,,,,
,MWN 3444,,,,,,,,,,,,,,,
,MWN 3445,,,,,,,,,,,,,,,
,MWN 3446,,,,,,,,,,,,,,,
,MWN 3447,,,,,,,,,,,,,,,
,MWN 3448,,,,,,,,,,,,,,,
,MWN 3449,,,,,,,,,,,,,,,
,MWN 3450,,,,,,,,,,,,,,,
,MWN 3451,,,,,,,,,,,,,,,
,MWN 3452,,,,,,,,,,,,,,,
,MWN 3453,,,,,,,,,,,,,,,
,MWN 3454,,,,,,,,,,,,,,,
,MWN 3455,,,,,,,,,,,,,,,
,MWN 3456,,,,,,,,,,,,,,,
,MWN 3457,,,,,,,,,,,,,,,
,MWN 3458,,,,,,,,,,,,,,,
,MWN 3459,,,,,,,,,,,,,,,
,MWN 3460,,,,,,,,,,,,,,,
,MWN 3461,,,,,,,,,,,,,,,
,MWN 3462,,,,,,,,,,,,,,,
,MWN 3463,,,,,,,,,,,,,,,
,MWN 3464,,,,,,,,,,,,,,,
,MWN 3465,,,,,,,,,,,,,,,
,MWN 3466,,,,,,,,,,,,,,,
,MWN 3467,,,,,,,,,,,,,,,
,MWN 3468,,,,,,,,,,,,,,,
,MWN 3469,,,,,,,,,,,,,,,
,MWN 3470,,,,,,,,,,,,,,,
,MWN 3471,,,,,,,,,,,,,,,
,MWN 3472,,,,,,,,,,,,,,,
,MWN 3473,,,,,,,,,,,,,,,
,MWN 3474,,,,,,,,,,,,,,,
,MWN 3475,,,,,,,,,,,,,,,
,MWN 3476,,,,,,,,,,,,,,,
,MWN 3477,,,,,,,,,,,,,,,
,MWN 3478,,,,,,,,,,,,,,,
,MWN 3479,,,,,,,,,,,,,,,
,MWN 3480,,,,,,,,,,,,,,,
,MWN 3481,,,,,,,,,,,,,,,
,MWN 3482,,,,,,,,,,,,,,,
,MWN 3483,,,,,,,,,,,,,,,
,MWN 3484,,,,,,,,,,,,,,,
,MWN 3485,,,,,,,,,,,,,,,
,MWN 3486,,,,,,,,,,,,,,,
,MWN 3487,,,,,,,,,,,,,,,
,MWN 3488,,,,,,,,,,,,,,,
,MWN 3489,,,,,,,,,,,,,,,
,MWN 3490,,,,,,,,,,,,,,,
,MWN 3491,,,,,,,,,,,,,,,
,MWN 3492,,,,,,,,,,,,,,,
,MWN 3493,,,,,,,,,,,,,,,
,MWN 3494,,,,,,,,,,,,,,,
,MWN 3495,,,,,,,,,,,,,,,
,MWN 3496,,,,,,,,,,,,,,,
,MWN 3497,,,,,,,,,,,,,,,
,MWN 3498,,,,,,,,,,,,,,,
,MWN 3499,,,,,,,,,,,,,,,
,MWN 3500,,,,,,,,,,,,,,,
,MWN 3501,,,,,,,,,,,,,,,
,MWN 3502,,,,,,,,,,,,,,,
,MWN 3503,,,,,,,,,,,,,,,
,MWN 3504,,,,,,,,,,,,,,,
,MWN 3505,,,,,,,,,,,,,,,
,MWN 3506,,,,,,,,,,,,,,,
,MWN 3507,,,,,,,,,,,,,,,
,MWN 3508,,,,,,,,,,,,,,,
,MWN 3509,,,,,,,,,,,,,,,
,MWN 3510,,,,,,,,,,,,,,,
,MWN 3511,,,,,,,,,,,,,,,
,MWN 3512,,,,,,,,,,,,,,,
,MWN 3513,,,,,,,,,,,,,,,
,MWN 3514,,,,,,,,,,,,,,,
,MWN 3515,,,,,,,,,,,,,,,
,MWN 3516,,,,,,,,,,,,,,,
,MWN 3517,,,,,,,,,,,,,,,
,MWN 3518,,,,,,,,,,,,,,,
,MWN 3519,,,,,,,,,,,,,,,
,MWN 3520,,,,,,,,,,,,,,,
,MWN 3521,,,,,,,,,,,,,,,
,MWN 3522,,,,,,,,,,,,,,,
,MWN 3523,,,,,,,,,,,,,,,
,MWN 3524,,,,,,,,,,,,,,,
,MWN 3525,,,,,,,,,,,,,,,
,MWN 3526,,,,,,,,,,,,,,,
,MWN 3527,,,,,,,,,,,,,,,
,MWN 3528,,,,,,,,,,,,,,,
,MWN 3529,,,,,,,,,,,,,,,
,MWN 3530,,,,,,,,,,,,,,,
,MWN 3531,,,,,,,,,,,,,,,
,MWN 3532,,,,,,,,,,,,,,,
,MWN 3533,,,,,,,,,,,,,,,
,MWN 3534,,,,,,,,,,,,,,,
,MWN 3535,,,,,,,,,,,,,,,
,MWN 3536,,,,,,,,,,,,,,,
,MWN 3537,,,,,,,,,,,,,,,
,MWN 3538,,,,,,,,,,,,,,,
,MWN 3539,,,,,,,,,,,,,,,
,MWN 3540,,,,,,,,,,,,,,,
,MWN 3541,,,,,,,,,,,,,,,
,MWN 3542,,,,,,,,,,,,,,,
,MWN 3543,,,,,,,,,,,,,,,
,MWN 3544,,,,,,,,,,,,,,,
,MWN 3545,,,,,,,,,,,,,,,
,MWN 3546,,,,,,,,,,,,,,,
,MWN 3547,,,,,,,,,,,,,,,
,MWN 3548,,,,,,,,,,,,,,,
,MWN 3549,,,,,,,,,,,,,,,
,MWN 3550,,,,,,,,,,,,,,,
,MWN 3551,,,,,,,,,,,,,,,
,MWN 3552,,,,,,,,,,,,,,,
,MWN 3553,,,,,,,,,,,,,,,
,MWN 3554,,,,,,,,,,,,,,,
,MWN 3555,,,,,,,,,,,,,,,
,MWN 3556,,,,,,,,,,,,,,,
,MWN 3557,,,,,,,,,,,,,,,
,MWN 3558,,,,,,,,,,,,,,,
,MWN 3559,,,,,,,,,,,,,,,
,MWN 3560,,,,,,,,,,,,,,,
,MWN 3561,,,,,,,,,,,,,,,
,MWN 3562,,,,,,,,,,,,,,,
,MWN 3563,,,,,,,,,,,,,,,
,MWN 3564,,,,,,,,,,,,,,,
,MWN 3565,,,,,,,,,,,,,,,
,MWN 3566,,,,,,,,,,,,,,,
,MWN 3567,,,,,,,,,,,,,,,
,MWN 3568,,,,,,,,,,,,,,,
,MWN 3569,,,,,,,,,,,,,,,
,MWN 3570,,,,,,,,,,,,,,,
,MWN 3571,,,,,,,,,,,,,,,
,MWN 3572,,,,,,,,,,,,,,,
,MWN 3573,,,,,,,,,,,,,,,
,MWN 3574,,,,,,,,,,,,,,,
,MWN 3575,,,,,,,,,,,,,,,
,MWN 3576,,,,,,,,,,,,,,,
,MWN 3577,,,,,,,,,,,,,,,
,MWN 3578,,,,,,,,,,,,,,,
,MWN 3579,,,,,,,,,,,,,,,
,MWN 3580,,,,,,,,,,,,,,,
,MWN 3581,,,,,,,,,,,,,,,
,MWN 3582,,,,,,,,,,,,,,,
,MWN 3583,,,,,,,,,,,,,,,
,MWN 3584,,,,,,,,,,,,,,,
,MWN 3585,,,,,,,,,,,,,,,
,MWN 3586,,,,,,,,,,,,,,,
,MWN 3587,,,,,,,,,,,,,,,
,MWN 3588,,,,,,,,,,,,,,,
,MWN 3589,,,,,,,,,,,,,,,
,MWN 3590,,,,,,,,,,,,,,,
,MWN 3591,,,,,,,,,,,,,,,
,MWN 3592,,,,,,,,,,,,,,,
,MWN 3593,,,,,,,,,,,,,,,
,MWN 3594,,,,,,,,,,,,,,,
,MWN 3595,,,,,,,,,,,,,,,
,MWN 3596,,,,,,,,,,,,,,,
,MWN 3597,,,,,,,,,,,,,,,
,MWN 3598,,,,,,,,,,,,,,,
,MWN 3599,,,,,,,,,,,,,,,
,MWN 3600,,,,,,,,,,,,,,,
,MWN 3601,,,,,,,,,,,,,,,
,MWN 3602,,,,,,,,,,,,,,,
,MWN 3603,,,,,,,,,,,,,,,
,MWN 3604,,,,,,,,,,,,,,,
,MWN 3605,,,,,,,,,,,,,,,
,MWN 3606,,,,,,,,,,,,,,,
,MWN 3607,,,,,,,,,,,,,,,
,MWN 3608,,,,,,,,,,,,,,,
,MWN 3609,,,,,,,,,,,,,,,
,MWN 3610,,,,,,,,,,,,,,,
,MWN 3611,,,,,,,,,,,,,,,
,MWN 3612,,,,,,,,,,,,,,,
,MWN 3613,,,,,,,,,,,,,,,
,MWN 3614,,,,,,,,,,,,,,,
,MWN 3615,,,,,,,,,,,,,,,
,MWN 3616,,,,,,,,,,,,,,,
,MWN 3617,,,,,,,,,,,,,,,
,MWN 3618,,,,,,,,,,,,,,,
,MWN 3619,,,,,,,,,,,,,,,
,MWN 3620,,,,,,,,,,,,,,,
,MWN 3621,,,,,,,,,,,,,,,
,MWN 3622,,,,,,,,,,,,,,,
,MWN 3623,,,,,,,,,,,,,,,
,MWN 3624,,,,,,,,,,,,,,,
,MWN 3625,,,,,,,,,,,,,,,
,MWN 3626,,,,,,,,,,,,,,,
,MWN 3627,,,,,,,,,,,,,,,
,MWN 3628,,,,,,,,,,,,,,,
,MWN 3629,,,,,,,,,,,,,,,
,MWN 3630,,,,,,,,,,,,,,,
,MWN 3631,,,,,,,,,,,,,,,
,MWN 3632,,,,,,,,,,,,,,,
,MWN 3633,,,,,,,,,,,,,,,
,MWN 3634,,,,,,,,,,,,,,,
,MWN 3635,,,,,,,,,,,,,,,
,MWN 3636,,,,,,,,,,,,,,,
,MWN 3637,,,,,,,,,,,,,,,
,MWN 3638,,,,,,,,,,,,,,,
,MWN 3639,,,,,,,,,,,,,,,
,MWN 3640,,,,,,,,,,,,,,,
,MWN 3641,,,,,,,,,,,,,,,
,MWN 3642,,,,,,,,,,,,,,,
,MWN 3643,,,,,,,,,,,,,,,
,MWN 3644,,,,,,,,,,,,,,,
,MWN 3645,,,,,,,,,,,,,,,
,MWN 3646,,,,,,,,,,,,,,,
,MWN 3647,,,,,,,,,,,,,,,
,MWN 3648,,,,,,,,,,,,,,,
,MWN 3649,,,,,,,,,,,,,,,
,MWN 3650,,,,,,,,,,,,,,,
,MWN 3651,,,,,,,,,,,,,,,
